timestamp,dac,voltage,current,rpm,temperature,do
0.0,3.1754,37.5866,0.7709,68.9291,29.8821,7.0122
5.0,3.1483,37.2821,0.7738,68.4024,29.9373,7.0373
10.0,3.1497,37.5276,0.7501,67.3203,30.0722,7.0346
15.0,3.1841,37.9532,0.7849,69.9222,30.0691,6.9979
20.0,3.1504,36.3895,0.7609,68.7128,29.4654,7.0178
25.0,3.1845,37.6555,0.7661,69.5869,29.5793,6.9858
30.0,3.195,38.1044,0.7851,70.8459,29.9465,6.9835
35.0,3.181,38.1897,0.7581,70.7839,29.95,6.9989
40.0,3.1595,37.3303,0.7775,68.8581,29.9541,7.0199
45.0,3.1673,37.2852,0.7555,69.3909,30.7921,7.0257
50.0,3.1461,36.7364,0.743,67.3437,29.9752,7.0281
55.0,3.1476,36.8649,0.7863,68.7031,30.1198,7.0259
60.0,3.1314,37.3652,0.7676,66.863,30.0778,7.0368
65.0,3.1273,36.5204,0.732,66.0316,30.0054,7.0352
70.0,3.1012,35.7631,0.7551,65.6326,29.7669,7.0507
75.0,3.0873,36.0235,0.7518,64.6066,30.0385,7.0617
80.0,3.0398,34.937,0.7187,62.0256,29.6585,7.0909
85.0,3.0466,35.221,0.7279,61.6497,29.7954,7.0767
90.0,3.0447,34.8471,0.7283,61.3123,29.736,7.0676
95.0,3.0181,34.945,0.7476,61.7583,29.8805,7.0842
100.0,2.9967,34.6081,0.7248,60.1215,30.4413,7.0996
105.0,2.9702,33.667,0.7238,58.1479,29.3983,7.0977
110.0,2.9465,33.6654,0.7161,58.2222,30.039,7.1129
115.0,2.9147,32.8893,0.6981,57.3898,29.4666,7.12
120.0,2.8879,32.7723,0.6939,55.4243,29.754,7.1304
125.0,2.8693,31.8951,0.6865,54.4012,30.1464,7.1332
130.0,2.8295,31.8058,0.6897,53.4633,29.8922,7.1468
135.0,2.8034,31.1035,0.6888,51.9343,29.6087,7.1482
140.0,2.7913,30.9925,0.6754,50.936,29.7011,7.1401
145.0,2.765,30.6722,0.6806,50.0698,30.0516,7.1452
150.0,2.7437,30.1185,0.6644,47.4252,29.7008,7.1425
155.0,2.709,29.2598,0.6353,46.9435,29.9391,7.1531
160.0,2.7159,29.7734,0.6654,46.7509,29.8979,7.1289
