timestamp,dac,voltage,current,rpm,temperature,do
0.0,1.6295,10.7414,0.5117,9.3608,30.0051,7.6137
5.0,1.6475,11.0679,0.5051,9.1308,30.1443,7.5652
10.0,1.6515,10.8428,0.4873,9.6223,29.8544,7.5681
15.0,1.6464,11.1492,0.4925,8.8848,30.1454,7.5655
20.0,1.6634,10.4123,0.5091,11.2321,29.8139,7.5446
25.0,1.6844,11.126,0.5123,8.6334,29.7089,7.5053
30.0,1.6653,11.0796,0.498,8.8878,29.7813,7.5394
35.0,1.6731,11.0086,0.4964,11.2767,29.5966,7.5334
40.0,1.6974,11.6149,0.506,10.0457,29.7773,7.4762
45.0,1.6976,11.53,0.4984,10.2732,30.116,7.4586
50.0,1.7,11.5558,0.5047,11.8181,30.1389,7.4523
55.0,1.7242,11.9731,0.506,11.6687,29.5308,7.4331
60.0,1.7049,12.0646,0.5124,11.5116,30.0371,7.4464
65.0,1.73,12.0567,0.4976,12.0919,29.7797,7.412
70.0,1.7396,12.152,0.5098,10.7255,29.6018,7.4007
75.0,1.7528,12.7823,0.5091,13.4985,29.8291,7.3685
80.0,1.7389,12.5382,0.5233,12.4119,29.7327,7.3948
85.0,1.756,12.6064,0.517,13.1291,29.382,7.3805
90.0,1.7578,12.5159,0.5051,11.9962,29.842,7.3589
95.0,1.7575,12.6948,0.5042,13.2912,29.851,7.3581
100.0,1.766,12.6804,0.5092,12.1042,29.7917,7.3462
105.0,1.7728,12.8706,0.5063,13.2238,29.8184,7.3337
110.0,1.7798,13.4309,0.5129,13.8801,29.8852,7.3196
115.0,1.7825,13.2736,0.5112,14.2598,29.8281,7.3168
120.0,1.7828,12.6257,0.4999,11.7411,29.833,7.3159
125.0,1.819,13.5785,0.5176,14.2732,29.8106,7.2616
130.0,1.8273,14.2119,0.502,13.626,29.9565,7.2424
135.0,1.845,14.5164,0.5256,14.2493,29.7397,7.2234
140.0,1.8591,14.513,0.5122,14.2652,29.6959,7.2044
145.0,1.8446,14.651,0.5133,15.3259,29.8509,7.2188
150.0,1.8502,14.0272,0.5293,14.5839,30.0659,7.2049
155.0,1.8712,14.7328,0.5271,14.8602,29.8546,7.1823
160.0,1.8703,14.5793,0.5389,17.2602,29.7767,7.185
165.0,1.8889,15.0458,0.5196,15.7678,29.569,7.1665
170.0,1.8766,14.751,0.5223,14.8709,29.6916,7.1785
175.0,1.8912,14.6533,0.5269,15.9642,29.554,7.1637
180.0,1.8752,15.2262,0.5187,14.106,30.0184,7.1704
185.0,1.8744,15.1759,0.5286,14.5356,29.7297,7.1805
190.0,1.8735,14.9275,0.5231,14.7438,30.2513,7.1665
195.0,1.8795,14.7815,0.517,15.5127,29.7832,7.1718
200.0,1.8638,14.0606,0.5242,16.4149,29.6016,7.1989
205.0,1.8699,14.7468,0.5349,17.3456,29.9981,7.1795
210.0,1.8769,14.3838,0.511,15.3626,29.5221,7.1838
215.0,1.876,14.3237,0.5394,16.1937,29.7545,7.1781
220.0,1.8781,14.3037,0.5229,16.9289,30.3368,7.158
225.0,1.8947,14.6302,0.4994,15.2391,29.903,7.1481
230.0,1.8855,14.6122,0.5353,16.9574,30.3541,7.1468
235.0,1.8985,15.2365,0.5185,16.7747,29.9219,7.1424
240.0,1.8971,15.4516,0.5267,15.958,29.7125,7.15
245.0,1.9067,15.2045,0.5151,15.261,30.0038,7.1297
250.0,1.8962,14.9506,0.5403,16.9583,29.8607,7.1464
255.0,1.9032,15.1928,0.5285,15.9344,29.9437,7.1356
260.0,1.8977,14.8044,0.5332,16.9314,30.1279,7.137
265.0,1.9154,15.7372,0.5232,15.067,29.3444,7.1368
270.0,1.9067,15.3834,0.5329,17.0872,29.235,7.1513
275.0,1.8901,15.2404,0.5246,16.9637,29.8876,7.1543
280.0,1.8997,15.1136,0.5346,17.52,29.9029,7.1416
285.0,1.9152,15.8521,0.514,15.4252,29.6877,7.1275
290.0,1.9265,15.5329,0.5156,17.6649,30.1986,7.0991
295.0,1.9382,15.4738,0.5371,18.0265,30.0917,7.0868
300.0,1.9385,16.0309,0.5159,16.6561,30.2949,7.0807
305.0,1.9345,15.7196,0.5335,17.7219,29.9689,7.0938
310.0,1.9536,16.2022,0.5209,17.8699,29.6076,7.0805
315.0,1.967,15.873,0.525,17.33,29.8081,7.0591
320.0,1.9712,16.9916,0.5178,18.6803,29.9599,7.0497
325.0,1.9688,16.1388,0.5294,18.3044,30.365,7.0425
330.0,2.0105,17.3237,0.5295,19.7224,29.408,7.0174
335.0,2.0247,17.063,0.5366,19.9865,29.7129,6.9946
340.0,1.9918,16.617,0.5437,21.1261,29.9987,7.0231
345.0,1.9909,17.3351,0.5337,19.4154,29.6669,7.0328
350.0,1.9952,16.7087,0.5302,18.5602,30.0321,7.0198
